edad;trabajo;estado civil;educacion;morosidad;saldo;vivienda;préstamo;contacto;dia;mes;duracion;campaña;pdias;previo;resultado anterior;Salida
37;Tecnico;Soltero;Secundaria;no;116;no;no;Desconocido;3;julio;269;2;-1;0;desconocido;no
37;Obrero;Casado;Secundaria;no;2424;si;si;Desconocido;3;julio;375;3;-1;0;desconocido;no
54;Servicio;Casado;Secundaria;no;-660;no;si;Desconocido;3;julio;202;1;-1;0;desconocido;no
26;Servicio;Casado;Secundaria;no;2196;no;no;Desconocido;3;julio;149;1;-1;0;desconocido;no
45;Obrero;Divorciado;Secundaria;no;-2820;no;si;Desconocido;3;julio;111;1;-1;0;desconocido;no
54;Desempleado;Casado;Superior;no;0;no;si;Desconocido;3;julio;188;1;-1;0;desconocido;no
58;Jubilado;Casado;Secundaria;no;664;no;si;Desconocido;3;julio;211;1;-1;0;desconocido;no
50;Gerencia;Casado;Secundaria;no;20;no;no;Desconocido;3;julio;24;1;-1;0;desconocido;no
51;Obrero;Casado;Secundaria;no;0;no;si;Desconocido;3;julio;109;1;-1;0;desconocido;no
27;Administrador;Divorciado;Secundaria;no;8;no;si;Desconocido;3;julio;472;1;-1;0;desconocido;no
32;Gerencia;Casado;Superior;no;368;no;no;Desconocido;3;julio;116;1;-1;0;desconocido;no
29;Obrero;Soltero;Primaria;no;580;no;no;Desconocido;3;julio;452;1;-1;0;desconocido;no
29;Servicio;Soltero;Secundaria;no;336;no;si;Desconocido;3;julio;587;3;-1;0;desconocido;si
44;Obrero;Casado;Secundaria;no;2804;no;si;Desconocido;3;julio;269;2;-1;0;desconocido;no
39;Servicio;Soltero;Secundaria;no;12;no;si;Desconocido;3;julio;206;1;-1;0;desconocido;no
55;Jubilado;Casado;Secundaria;no;340;no;no;Desconocido;3;julio;228;2;-1;0;desconocido;no
33;Obrero;Casado;Secundaria;no;1140;no;si;Desconocido;3;julio;267;1;-1;0;desconocido;no
48;Obrero;Casado;Primaria;no;1896;si;si;Desconocido;3;julio;414;1;-1;0;desconocido;no
49;Obrero;Casado;Primaria;no;504;no;no;Desconocido;3;julio;60;1;-1;0;desconocido;no
35;Obrero;Casado;Desconocido;no;-1600;si;si;Desconocido;3;julio;85;1;-1;0;desconocido;no
57;Jubilado;Casado;Secundaria;no;364;no;si;Desconocido;3;julio;256;3;-1;0;desconocido;no
53;Servicio;Divorciado;Secundaria;si;0;no;si;Desconocido;3;julio;172;10;-1;0;desconocido;no
58;Desempleado;Casado;Secundaria;no;0;no;no;Desconocido;3;julio;84;1;-1;0;desconocido;no
34;Tecnico;Casado;Secundaria;no;184;si;si;Desconocido;3;julio;412;1;-1;0;desconocido;no
52;Tareas domesticas;Casado;Superior;no;204;no;no;Desconocido;3;julio;88;1;-1;0;desconocido;no
56;Administrador;Casado;Secundaria;no;80;no;no;Desconocido;3;julio;130;1;-1;0;desconocido;no
34;Tecnico;Casado;Secundaria;no;-1384;si;no;Desconocido;3;julio;115;4;-1;0;desconocido;no
35;Servicio;Casado;Secundaria;no;6636;si;no;Desconocido;3;julio;197;1;-1;0;desconocido;no
30;Gerencia;Soltero;Superior;no;0;no;si;Desconocido;3;julio;88;1;-1;0;desconocido;no
48;Gerencia;Soltero;Superior;no;124;no;si;Desconocido;3;julio;154;1;-1;0;desconocido;no
50;Administrador;Casado;Secundaria;no;-884;no;si;Desconocido;3;julio;90;1;-1;0;desconocido;no
44;Tecnico;Divorciado;Secundaria;no;1212;si;si;Desconocido;3;julio;51;1;-1;0;desconocido;no
38;Servicio;Casado;Secundaria;no;1216;no;si;Desconocido;3;julio;131;1;-1;0;desconocido;no
40;Servicio;Divorciado;Secundaria;no;4620;no;si;Desconocido;3;julio;251;1;-1;0;desconocido;no
44;Tecnico;Soltero;Superior;no;888;si;si;Desconocido;3;julio;89;1;-1;0;desconocido;no
33;Servicio;Soltero;Secundaria;no;4152;no;si;Desconocido;3;julio;108;1;-1;0;desconocido;no
29;Servicio;Soltero;Secundaria;no;2780;no;no;Desconocido;3;julio;97;1;-1;0;desconocido;no
51;Servicio;Casado;Secundaria;no;-3200;no;no;Desconocido;3;julio;203;1;-1;0;desconocido;no
57;Obrero;Casado;Primaria;no;188;no;si;Desconocido;3;julio;326;1;-1;0;desconocido;no
35;Tecnico;Divorciado;Secundaria;no;8;no;no;Desconocido;3;julio;88;1;-1;0;desconocido;no
61;Jubilado;Casado;Secundaria;no;1252;no;si;Desconocido;3;julio;42;1;-1;0;desconocido;no
52;Obrero;Casado;Secundaria;no;736;si;no;Desconocido;3;julio;92;1;-1;0;desconocido;no
33;Servicio;Casado;Secundaria;no;456;no;si;Desconocido;3;julio;676;1;-1;0;desconocido;si
59;Jubilado;Casado;Desconocido;no;560;no;si;Desconocido;3;julio;239;1;-1;0;desconocido;no
47;Obrero;Casado;Primaria;no;-748;no;no;Desconocido;3;julio;652;1;-1;0;desconocido;no
37;Servicio;Soltero;Secundaria;no;-976;no;no;Desconocido;3;julio;178;1;-1;0;desconocido;no
49;Tecnico;Divorciado;Primaria;no;7228;no;si;Desconocido;3;julio;122;3;-1;0;desconocido;no
60;Obrero;Casado;Primaria;no;964;no;si;Desconocido;3;julio;100;3;-1;0;desconocido;no
51;Obrero;Soltero;Primaria;no;240;no;no;Desconocido;3;julio;93;1;-1;0;desconocido;no
47;Tecnico;Casado;Secundaria;no;-596;no;si;Desconocido;3;julio;504;1;-1;0;desconocido;no
40;Obrero;Casado;Secundaria;no;-1252;si;no;Desconocido;3;julio;251;2;-1;0;desconocido;no
31;Independiente;Casado;Secundaria;si;0;no;si;Desconocido;3;julio;327;3;-1;0;desconocido;no
38;Gerencia;Casado;Secundaria;no;372;no;no;Desconocido;3;julio;515;2;-1;0;desconocido;no
54;Tecnico;Casado;Secundaria;no;168;no;si;Desconocido;3;julio;389;2;-1;0;desconocido;no
45;Servicio;Divorciado;Secundaria;no;-716;no;no;Desconocido;3;julio;155;2;-1;0;desconocido;no
47;Administrador;Casado;Secundaria;no;4624;no;si;Desconocido;3;julio;74;5;-1;0;desconocido;no
34;Obrero;Casado;Secundaria;no;1108;no;si;Desconocido;3;julio;225;2;-1;0;desconocido;no
54;Jubilado;Casado;Secundaria;no;-1952;no;si;Desconocido;3;julio;172;2;-1;0;desconocido;no
56;Empresario;Casado;Secundaria;no;3752;no;si;Desconocido;3;julio;202;2;-1;0;desconocido;no
57;Tecnico;Casado;Secundaria;no;1012;no;si;Desconocido;3;julio;230;3;-1;0;desconocido;no
42;Administrador;Soltero;Secundaria;no;2024;si;si;Desconocido;3;julio;277;2;-1;0;desconocido;no
34;Obrero;Casado;Primaria;no;0;no;no;Desconocido;3;julio;746;4;-1;0;desconocido;no
27;Administrador;Casado;Secundaria;no;-1740;no;no;Desconocido;3;julio;935;2;-1;0;desconocido;no
51;Obrero;Divorciado;Desconocido;no;0;no;si;Desconocido;3;julio;167;11;-1;0;desconocido;no
30;Empresario;Casado;Superior;no;-520;si;si;Desconocido;3;julio;194;2;-1;0;desconocido;no
44;Obrero;Casado;Secundaria;no;3912;no;no;Desconocido;3;julio;385;6;-1;0;desconocido;no
33;Tecnico;Soltero;Secundaria;no;0;no;no;Desconocido;3;julio;1106;2;-1;0;desconocido;no
36;Tecnico;Casado;Desconocido;no;352;si;si;Desconocido;4;julio;124;2;-1;0;desconocido;no
56;Gerencia;Divorciado;Superior;no;376;no;no;Desconocido;4;julio;121;1;-1;0;desconocido;no
44;Empresario;Casado;Superior;no;4320;no;si;Desconocido;4;julio;566;3;-1;0;desconocido;no
31;Tecnico;Soltero;Desconocido;no;1460;no;no;Desconocido;4;julio;257;1;-1;0;desconocido;no
47;Tecnico;Casado;Secundaria;no;1284;si;si;Desconocido;4;julio;111;1;-1;0;desconocido;no
48;Obrero;Casado;Secundaria;no;-76;no;si;Desconocido;4;julio;270;1;-1;0;desconocido;no
31;Administrador;Soltero;Secundaria;no;576;si;no;Desconocido;4;julio;43;11;-1;0;desconocido;no
39;Obrero;Casado;Primaria;no;768;no;no;Desconocido;4;julio;433;1;-1;0;desconocido;no
30;Servicio;Soltero;Superior;no;0;no;no;Desconocido;4;julio;71;1;-1;0;desconocido;no
30;Tecnico;Soltero;Secundaria;no;2624;no;si;Desconocido;4;julio;523;1;-1;0;desconocido;no
31;Tecnico;Soltero;Secundaria;no;892;no;no;Desconocido;4;julio;49;1;-1;0;desconocido;no
49;Jubilado;Casado;Primaria;no;-148;no;no;Desconocido;4;julio;191;2;-1;0;desconocido;no
26;Obrero;Casado;Secundaria;no;512;no;no;Desconocido;4;julio;355;1;-1;0;desconocido;no
34;Tecnico;Casado;Secundaria;no;692;no;no;Desconocido;4;julio;31;1;-1;0;desconocido;no
36;Administrador;Casado;Secundaria;no;300;si;no;Desconocido;4;julio;52;4;-1;0;desconocido;no
31;Administrador;Casado;Secundaria;no;-144;si;si;Desconocido;4;julio;64;1;-1;0;desconocido;no
25;Gerencia;Soltero;Superior;no;460;no;si;Desconocido;4;julio;60;1;-1;0;desconocido;no
42;Gerencia;Soltero;Superior;no;4624;si;no;Desconocido;4;julio;62;1;-1;0;desconocido;no
32;Servicio;Soltero;Secundaria;no;1340;si;si;Desconocido;4;julio;99;1;-1;0;desconocido;no
32;Administrador;Soltero;Superior;no;-236;no;si;Desconocido;4;julio;192;1;-1;0;desconocido;no
36;Tecnico;Casado;Secundaria;no;2576;no;no;Desconocido;4;julio;133;1;-1;0;desconocido;no
46;Gerencia;Soltero;Superior;no;2620;no;si;Desconocido;4;julio;68;1;-1;0;desconocido;no
31;Obrero;Soltero;Secundaria;no;-1288;no;si;Desconocido;4;julio;208;1;-1;0;desconocido;no
37;Tecnico;Soltero;Superior;no;1948;no;si;Desconocido;4;julio;30;2;-1;0;desconocido;no
26;Administrador;Casado;Secundaria;no;-1604;si;si;Desconocido;4;julio;246;1;-1;0;desconocido;no
36;Gerencia;Casado;Secundaria;no;10548;no;no;Desconocido;4;julio;219;1;-1;0;desconocido;no
31;Obrero;Casado;Secundaria;no;132;no;no;Desconocido;4;julio;165;2;-1;0;desconocido;no
35;Administrador;Casado;Secundaria;si;0;no;si;Desconocido;4;julio;105;3;-1;0;desconocido;no
30;Obrero;Casado;Primaria;no;23824;si;si;Desconocido;4;julio;538;1;-1;0;desconocido;no
36;Gerencia;Casado;Superior;no;236;si;si;Desconocido;4;julio;100;1;-1;0;desconocido;no
24;Administrador;Soltero;Secundaria;no;-1384;si;no;Desconocido;4;julio;164;2;-1;0;desconocido;no
26;Obrero;Casado;Secundaria;no;460;si;no;Desconocido;4;julio;46;3;-1;0;desconocido;no
27;Servicio;Soltero;Secundaria;no;972;no;si;Desconocido;4;julio;253;1;-1;0;desconocido;no
59;Tareas domesticas;Casado;Primaria;no;612;no;no;Desconocido;4;julio;133;3;-1;0;desconocido;no
36;Tecnico;Casado;Primaria;no;0;no;no;Desconocido;4;julio;584;1;-1;0;desconocido;si
28;Administrador;Soltero;Secundaria;no;4572;si;si;Desconocido;4;julio;260;3;-1;0;desconocido;no
31;Tareas domesticas;Casado;Primaria;no;184;no;no;Desconocido;4;julio;126;4;-1;0;desconocido;no
35;Gerencia;Casado;Secundaria;no;0;no;si;Desconocido;4;julio;121;1;-1;0;desconocido;no
37;Gerencia;Casado;Superior;no;5060;no;si;Desconocido;4;julio;101;1;-1;0;desconocido;no
59;Jubilado;Divorciado;Primaria;no;-440;no;si;Desconocido;4;julio;195;1;-1;0;desconocido;no
32;Tecnico;Soltero;Secundaria;no;-112;no;si;Desconocido;4;julio;400;1;-1;0;desconocido;no
40;Obrero;Casado;Primaria;no;52;si;no;Desconocido;4;julio;178;1;-1;0;desconocido;no
29;Servicio;Casado;Primaria;no;-408;no;no;Desconocido;4;julio;134;1;-1;0;desconocido;no
41;Servicio;Casado;Secundaria;no;26472;si;no;Desconocido;4;julio;104;1;-1;0;desconocido;no
25;Desempleado;Soltero;Secundaria;no;136;no;si;Desconocido;4;julio;316;1;-1;0;desconocido;no
34;Administrador;Divorciado;Secundaria;no;732;no;si;Desconocido;4;julio;88;1;-1;0;desconocido;no
37;Obrero;Soltero;Primaria;no;4840;no;no;Desconocido;4;julio;742;1;-1;0;desconocido;no
26;Obrero;Soltero;Secundaria;no;-1332;no;si;Desconocido;4;julio;692;1;-1;0;desconocido;no
36;Gerencia;Soltero;Superior;no;2712;no;si;Desconocido;4;julio;85;3;-1;0;desconocido;no
56;Servicio;Divorciado;Secundaria;no;5388;no;si;Desconocido;4;julio;678;2;-1;0;desconocido;no
29;Administrador;Soltero;Secundaria;no;11208;no;si;Desconocido;4;julio;840;2;-1;0;desconocido;no
31;Obrero;Soltero;Secundaria;no;-108;no;no;Desconocido;4;julio;96;2;-1;0;desconocido;no
57;Jubilado;Casado;Secundaria;no;624;no;si;Desconocido;4;julio;106;2;-1;0;desconocido;no
30;Administrador;Soltero;Superior;no;872;no;no;Desconocido;4;julio;137;2;-1;0;desconocido;no
28;Administrador;Casado;Secundaria;no;3736;si;no;Desconocido;4;julio;53;2;-1;0;desconocido;no
45;Servicio;Soltero;Secundaria;no;736;si;si;Desconocido;4;julio;89;2;-1;0;desconocido;no
26;Tecnico;Soltero;Superior;no;144;no;si;Desconocido;4;julio;502;2;-1;0;desconocido;no
51;Obrero;Casado;Secundaria;no;1312;no;no;Desconocido;4;julio;203;1;-1;0;desconocido;no
50;Gerencia;Casado;Superior;no;1812;no;si;Desconocido;4;julio;608;1;-1;0;desconocido;no
45;Obrero;Divorciado;Primaria;no;32;no;si;Desconocido;4;julio;407;1;-1;0;desconocido;no
37;Independiente;Divorciado;Superior;no;240;no;si;Desconocido;4;julio;426;3;-1;0;desconocido;no
29;Servicio;Soltero;Primaria;no;1356;no;no;Desconocido;4;julio;1576;3;-1;0;desconocido;si
31;Tecnico;Casado;Secundaria;no;536;no;si;Desconocido;4;julio;468;6;-1;0;desconocido;no
44;Obrero;Casado;Secundaria;no;6788;si;no;Desconocido;4;julio;150;2;-1;0;desconocido;si
48;Obrero;Divorciado;Primaria;no;76;no;si;Desconocido;4;julio;327;1;-1;0;desconocido;no
53;Obrero;Casado;Primaria;no;828;no;si;Desconocido;4;julio;212;1;-1;0;desconocido;no
26;Obrero;Soltero;Secundaria;no;708;no;si;Desconocido;4;julio;235;1;-1;0;desconocido;no
61;Jubilado;Casado;Desconocido;no;-1968;no;si;Desconocido;4;julio;333;1;-1;0;desconocido;no
27;Gerencia;Soltero;Secundaria;no;140;no;no;Celular;4;julio;255;1;-1;0;desconocido;no
54;Obrero;Casado;Primaria;no;1864;no;no;Celular;4;julio;297;1;-1;0;desconocido;no
;Obrero;Casado;Secundaria;no;420;no;si;Celular;4;julio;668;2;-1;0;desconocido;no
;Tecnico;Soltero;Secundaria;no;76;no;no;Telefono;4;julio;65;2;-1;0;desconocido;no
;Tecnico;Soltero;Secundaria;no;504;si;si;Celular;4;julio;436;4;-1;0;desconocido;no
;Obrero;Soltero;Secundaria;no;-508;si;no;Celular;4;julio;1044;3;-1;0;desconocido;si
;Obrero;Casado;Secundaria;no;5316;si;si;Telefono;4;julio;141;2;-1;0;desconocido;no
29;Obrero;Soltero;Primaria;no;1372;no;no;Celular;4;julio;39;2;-1;0;desconocido;no
25;Obrero;Soltero;Secundaria;no;768;no;no;Telefono;4;julio;112;2;-1;0;desconocido;no
38;Obrero;Casado;Secundaria;no;172;no;si;Celular;4;julio;135;3;-1;0;desconocido;no
36;Tecnico;Soltero;Secundaria;no;-1088;no;si;Celular;4;julio;53;6;-1;0;desconocido;no
32;Obrero;Divorciado;Primaria;no;19220;no;si;Celular;4;julio;138;3;-1;0;desconocido;no
44;Tecnico;Casado;Superior;no;4584;no;no;Celular;4;julio;178;2;-1;0;desconocido;no
37;Obrero;Casado;Primaria;no;1520;si;si;Celular;4;julio;548;2;-1;0;desconocido;no
48;Servicio;Casado;Secundaria;no;5420;no;no;Celular;4;julio;134;2;-1;0;desconocido;no
30;Administrador;Casado;Secundaria;no;860;no;si;Celular;4;julio;95;2;-1;0;desconocido;no
54;Tecnico;Casado;Secundaria;no;748;no;si;Celular;4;julio;273;3;-1;0;desconocido;no
36;Desempleado;Divorciado;Primaria;no;0;no;no;Telefono;4;julio;304;3;-1;0;desconocido;no
33;Tecnico;Soltero;Secundaria;no;2220;no;si;Celular;4;julio;425;2;-1;0;desconocido;no
34;Servicio;Casado;Secundaria;no;1180;si;si;Celular;4;julio;64;1;-1;0;desconocido;no
28;Servicio;Soltero;Secundaria;no;-464;no;si;Celular;4;julio;276;1;-1;0;desconocido;no
33;Gerencia;Casado;Secundaria;no;17540;no;si;Celular;4;julio;92;1;-1;0;desconocido;no
30;Servicio;Casado;Secundaria;no;548;no;no;Celular;4;julio;407;1;-1;0;desconocido;no
34;Administrador;Soltero;Secundaria;no;1184;no;no;Celular;7;julio;147;4;-1;0;desconocido;no
35;Administrador;Divorciado;Secundaria;no;2136;no;no;Celular;7;julio;148;3;-1;0;desconocido;no
44;Empresario;Casado;Secundaria;no;372;no;no;Celular;7;julio;125;2;-1;0;desconocido;no
36;Servicio;Casado;Secundaria;no;-108;si;si;Celular;7;julio;151;4;-1;0;desconocido;no
49;Obrero;Casado;Primaria;no;-628;si;no;Celular;7;julio;491;3;-1;0;desconocido;si
55;Obrero;Casado;Secundaria;no;196;si;no;Celular;7;julio;494;4;-1;0;desconocido;si
51;Tecnico;Casado;Secundaria;no;864;no;no;Celular;7;julio;615;2;-1;0;desconocido;si
51;Gerencia;Casado;Superior;no;5684;si;no;Celular;7;julio;152;5;-1;0;desconocido;no
38;Obrero;Casado;Secundaria;no;888;si;si;Celular;7;julio;164;5;-1;0;desconocido;no
59;Empresario;Casado;Superior;no;6912;no;no;Celular;7;julio;575;2;-1;0;desconocido;no
;Gerencia;Divorciado;Superior;no;21012;si;si;Celular;7;julio;17;19;-1;0;desconocido;no
;Gerencia;Soltero;Superior;no;188;si;no;Celular;7;julio;316;5;-1;0;desconocido;no
;Empresario;Divorciado;Primaria;no;10592;no;no;Celular;7;julio;148;2;-1;0;desconocido;no
;Servicio;Casado;Secundaria;no;0;no;no;Celular;7;julio;160;3;-1;0;desconocido;no
;Administrador;Soltero;Secundaria;no;-728;si;no;Celular;7;julio;181;2;-1;0;desconocido;no
43;Tecnico;Casado;Secundaria;si;-1252;no;si;Celular;7;julio;89;4;-1;0;desconocido;no
53;Obrero;Casado;Primaria;no;1860;si;no;Celular;7;julio;111;2;-1;0;desconocido;no
47;Obrero;Casado;Primaria;si;100;si;si;Celular;7;julio;142;3;-1;0;desconocido;no
59;Gerencia;Casado;Desconocido;no;588;no;no;Celular;7;julio;119;3;-1;0;desconocido;no
39;Gerencia;Casado;Primaria;no;2204;no;si;Celular;7;julio;107;5;-1;0;desconocido;no
56;Tareas domesticas;Casado;Primaria;no;232;no;si;Celular;7;julio;227;6;-1;0;desconocido;no
41;Servicio;Casado;Secundaria;no;2600;si;no;Celular;7;julio;149;5;-1;0;desconocido;no
41;Tareas domesticas;Casado;Primaria;no;6472;si;no;Celular;7;julio;134;2;-1;0;desconocido;no
60;Jubilado;Casado;Primaria;no;-252;si;no;Celular;7;julio;1434;5;-1;0;desconocido;no
58;Gerencia;Casado;Primaria;no;19400;no;no;Celular;7;julio;179;2;-1;0;desconocido;no
56;Obrero;Casado;Primaria;no;1636;si;no;Telefono;7;julio;176;6;-1;0;desconocido;no
36;Desempleado;Soltero;Primaria;no;0;si;no;Telefono;7;julio;63;6;-1;0;desconocido;no
39;Gerencia;Casado;Superior;no;4028;si;no;Celular;7;julio;86;2;-1;0;desconocido;no
46;Gerencia;Casado;Primaria;no;1248;si;no;Celular;7;julio;113;2;-1;0;desconocido;no
58;Obrero;Divorciado;Primaria;no;3280;si;no;Celular;7;julio;200;4;-1;0;desconocido;no
52;Gerencia;Casado;Secundaria;no;13476;no;no;Celular;7;julio;196;2;-1;0;desconocido;no
41;Servicio;Casado;Secundaria;no;3364;si;no;Celular;7;julio;250;2;-1;0;desconocido;no
59;Obrero;Casado;Secundaria;no;-5344;no;si;Celular;7;julio;450;2;-1;0;desconocido;no
35;Desconocido;Casado;Primaria;no;2536;no;no;Celular;7;julio;185;2;-1;0;desconocido;no
43;Gerencia;Divorciado;Secundaria;no;0;no;no;Celular;7;julio;75;3;-1;0;desconocido;no
50;Obrero;Casado;Primaria;no;37204;si;no;Celular;7;julio;136;4;-1;0;desconocido;no
49;Tecnico;Casado;Primaria;no;1944;no;no;Telefono;7;julio;229;5;-1;0;desconocido;no
;Independiente;Casado;Secundaria;si;136;no;si;Celular;7;julio;200;1;-1;0;desconocido;no
;Tecnico;Soltero;Secundaria;no;2024;si;no;Celular;7;julio;718;2;-1;0;desconocido;si
;Gerencia;Casado;Superior;no;5776;si;no;Celular;7;julio;139;2;-1;0;desconocido;no
;Servicio;Soltero;Secundaria;no;0;si;no;Celular;7;julio;161;2;-1;0;desconocido;no
41;Tecnico;Casado;Secundaria;no;3692;si;no;Celular;7;julio;141;3;-1;0;desconocido;no
45;Desempleado;Divorciado;Secundaria;no;-176;si;no;Celular;7;julio;256;2;-1;0;desconocido;no
54;Servicio;Divorciado;Superior;no;1652;no;no;Celular;7;julio;39;9;-1;0;desconocido;no
47;Administrador;Soltero;Secundaria;no;14124;si;no;Celular;7;julio;49;6;-1;0;desconocido;no
53;Gerencia;Divorciado;Superior;no;972;si;no;Celular;7;julio;66;2;-1;0;desconocido;no
41;Obrero;Casado;Primaria;no;1936;si;no;Celular;7;julio;321;3;-1;0;desconocido;no
42;Obrero;Divorciado;Primaria;no;852;si;no;Celular;7;julio;434;3;-1;0;desconocido;si
33;Servicio;Soltero;Secundaria;no;680;no;no;Celular;7;julio;782;1;-1;0;desconocido;si
34;Independiente;Casado;Superior;no;-944;si;no;Celular;7;julio;118;4;-1;0;desconocido;no
54;Obrero;Divorciado;Secundaria;no;6452;si;no;Celular;7;julio;128;3;-1;0;desconocido;no
37;Empresario;Casado;Superior;no;2220;no;no;Celular;7;julio;104;2;-1;0;desconocido;no
59;Administrador;Casado;Secundaria;no;7656;si;no;Celular;7;julio;126;3;-1;0;desconocido;no
38;Tecnico;Casado;Secundaria;no;8880;no;no;Celular;7;julio;87;2;-1;0;desconocido;no
27;Administrador;Soltero;Secundaria;no;1800;si;no;Celular;7;julio;107;3;-1;0;desconocido;no
59;Gerencia;Casado;Superior;no;2212;si;no;Celular;7;julio;1272;3;-1;0;desconocido;si
31;Administrador;Soltero;Secundaria;no;368;si;no;Celular;7;julio;401;2;-1;0;desconocido;no
42;Obrero;Divorciado;Desconocido;no;0;no;no;Celular;7;julio;64;2;-1;0;desconocido;no
45;Obrero;Divorciado;Primaria;no;7220;no;no;Celular;7;julio;758;1;-1;0;desconocido;no
37;Independiente;Casado;Secundaria;no;6092;no;si;Celular;7;julio;316;2;-1;0;desconocido;no
42;Obrero;Divorciado;Secundaria;no;13628;no;no;Celular;7;julio;277;2;-1;0;desconocido;no
40;Obrero;Casado;Primaria;no;1016;si;no;Celular;7;julio;107;3;-1;0;desconocido;no
42;Desempleado;Casado;Primaria;no;44;no;no;Celular;7;julio;111;3;-1;0;desconocido;no
27;Gerencia;Soltero;Secundaria;no;6436;si;no;Celular;7;julio;360;3;-1;0;desconocido;no
45;Gerencia;Casado;Superior;no;5788;si;si;Celular;7;julio;461;2;-1;0;desconocido;no
43;Tecnico;Divorciado;Superior;no;108;no;no;Celular;7;julio;412;4;-1;0;desconocido;no
41;Administrador;Casado;Secundaria;no;500;no;no;Celular;7;julio;244;4;-1;0;desconocido;no
47;Desconocido;Divorciado;Primaria;no;0;no;no;Celular;7;julio;240;1;-1;0;desconocido;no
47;Gerencia;Casado;Primaria;no;7188;no;no;Celular;7;julio;62;4;-1;0;desconocido;no
44;Obrero;Casado;Primaria;no;8;no;si;Telefono;7;julio;46;2;-1;0;desconocido;no
46;Desconocido;Casado;Desconocido;no;11644;no;no;Telefono;7;julio;41;9;-1;0;desconocido;no
40;Administrador;Casado;Secundaria;no;5580;si;si;Celular;7;julio;122;2;-1;0;desconocido;no
33;Tecnico;Divorciado;Secundaria;no;2088;no;si;Celular;7;julio;559;4;-1;0;desconocido;no
36;Empresario;Divorciado;Superior;no;3104;no;si;Celular;7;julio;722;3;-1;0;desconocido;si
25;Obrero;Casado;Primaria;no;0;no;no;Celular;7;julio;64;1;-1;0;desconocido;no
45;Tecnico;Casado;Secundaria;no;3516;no;no;Celular;7;julio;621;2;-1;0;desconocido;si
27;Servicio;Soltero;Secundaria;no;1064;no;si;Celular;7;julio;232;1;-1;0;desconocido;no
43;Servicio;Casado;Primaria;no;116;no;no;Telefono;7;julio;259;8;-1;0;desconocido;no
37;Independiente;Casado;Secundaria;no;6532;no;no;Celular;7;julio;629;2;-1;0;desconocido;si
47;Gerencia;Casado;Desconocido;no;48980;no;no;Celular;7;julio;1103;3;-1;0;desconocido;no
;Gerencia;Casado;Superior;no;2664;si;no;Celular;7;julio;317;6;-1;0;desconocido;no
;Servicio;Casado;Secundaria;no;-536;si;si;Celular;7;julio;61;1;-1;0;desconocido;no
;Independiente;Casado;Secundaria;no;0;si;no;Telefono;7;julio;126;4;-1;0;desconocido;no
;Desconocido;Casado;Primaria;no;4988;no;no;Telefono;7;julio;66;8;-1;0;desconocido;no
;Desempleado;Casado;Secundaria;no;3704;no;no;Celular;7;julio;385;5;-1;0;desconocido;si
43;Tecnico;Casado;Secundaria;no;-3184;no;no;Celular;7;julio;190;4;-1;0;desconocido;no
52;Jubilado;Casado;Superior;no;1972;no;no;Celular;7;julio;61;6;-1;0;desconocido;no
37;Servicio;Casado;Secundaria;no;1372;si;si;Celular;7;julio;74;7;-1;0;desconocido;no
45;Tecnico;Casado;Secundaria;no;1072;no;no;Celular;7;julio;96;14;-1;0;desconocido;no
54;Gerencia;Divorciado;Superior;no;368;no;si;Telefono;7;julio;86;4;-1;0;desconocido;no
28;Gerencia;Soltero;Superior;no;0;no;no;Celular;7;julio;94;1;-1;0;desconocido;no
42;Gerencia;Casado;Desconocido;no;26292;si;no;Celular;7;julio;56;4;-1;0;desconocido;no
44;Servicio;Casado;Secundaria;no;728;si;si;Celular;7;julio;209;4;-1;0;desconocido;no
57;Administrador;Casado;Secundaria;no;4572;no;no;Telefono;7;julio;69;3;-1;0;desconocido;no
46;Obrero;Casado;Secundaria;no;16176;no;no;Celular;7;julio;326;3;-1;0;desconocido;no
27;Obrero;Soltero;Secundaria;no;308;no;si;Celular;7;julio;497;1;-1;0;desconocido;no
51;Tecnico;Casado;Secundaria;no;5308;no;no;Celular;7;julio;21;2;-1;0;desconocido;no
29;Administrador;Casado;Secundaria;no;1952;no;si;Celular;7;julio;223;1;-1;0;desconocido;no
57;Tecnico;Casado;Secundaria;no;0;no;no;Celular;7;julio;236;1;-1;0;desconocido;no
59;Jubilado;Divorciado;Secundaria;no;92;no;no;Celular;7;julio;66;1;-1;0;desconocido;no
57;Jubilado;Casado;Primaria;no;3232;no;no;Telefono;7;julio;274;1;-1;0;desconocido;no
26;Servicio;Casado;Secundaria;no;-944;si;si;Celular;7;julio;459;1;-1;0;desconocido;no
36;Servicio;Casado;Secundaria;no;-1096;no;no;Celular;7;julio;217;1;-1;0;desconocido;no
35;Gerencia;Soltero;Superior;no;48;no;no;Celular;7;julio;289;1;-1;0;desconocido;no
40;Administrador;Soltero;Secundaria;no;-4;no;no;Celular;7;julio;173;1;-1;0;desconocido;no
51;Obrero;Casado;Primaria;no;2020;no;si;Celular;7;julio;130;1;-1;0;desconocido;no
45;Servicio;Divorciado;Secundaria;no;352;no;si;Celular;7;julio;332;1;-1;0;desconocido;no
33;Obrero;Soltero;Primaria;no;3108;no;no;Celular;7;julio;263;1;-1;0;desconocido;no
53;Obrero;Casado;Primaria;no;0;no;no;Celular;7;julio;114;1;-1;0;desconocido;no
